Details,Posting Date,Description,Amount,Category
DEBIT,08/31/2025,STARBUCKS STORE 41921,-37.13,Dining
DEBIT,09/01/2025,PAYPAL *HOME DEPOT,-230.22,Shopping
DEBIT,09/01/2025,PAYPAL *REI OUTDOOR FREMONT CA,-89.93,Shopping
DEBIT,09/01/2025,TST* ZELLE TRANSFER STORE 8239,-1380.63,Transfer
DEBIT,09/01/2025,SQ *TAQUERIA EL SOL,-53.54,Dining
DEBIT,09/01/2025,H MART STORE 85344,-101.10,Grocery
DEBIT,09/02/2025,76 GAS STATION,-47.15,Transport
DEBIT,09/02/2025,PAYPAL *AT&T WIRELESS.COM,-194.27,Utilities
DEBIT,09/02/2025,NYTIMES DIGITAL INC,-7.00,Subscription
DEBIT,09/02/2025,PLAYSTATION STORE,-89.33,Entertainment
DEBIT,09/02/2025,VERIZON WIRELESS,-169.35,Utilities
DEBIT,09/03/2025,SQ *TICKETMASTER EVENTS STORE 47512,-83.11,Entertainment
DEBIT,09/03/2025,POS DEBIT AMAZON PRIME MEMBERSHIP STORE 92621,-14.84,Subscription
DEBIT,09/03/2025,YOUTUBE PREMIUM,-5.71,Subscription
DEBIT,09/03/2025,GRUBHUB STORE 15243,-18.03,Dining
DEBIT,09/03/2025,RECOLOGY WASTE #13616,-167.64,Utilities
DEBIT,09/03/2025,PY *TRADER JOES,-117.98,Grocery
DEBIT,09/03/2025,SPOTIFY STORE 72172,-5.00,Subscription
DEBIT,09/03/2025,PAYPAL *BLUE BOTTLE COFFEE.COM,-10.42,Dining
DEBIT,09/03/2025,ETSY SHOP STORE 11600,-79.72,Shopping
DEBIT,09/03/2025,SQ *BLAZE PIZZA BERKELEY CA,-11.61,Dining
DEBIT,09/04/2025,bayview grill,-60.80,Dining
DEBIT,09/04/2025,TST* OPENAI CHATGPT #88563,-25.04,Subscription
DEBIT,09/04/2025,POS DEBIT 99 RANCH MARKET #25502,-71.44,Grocery
DEBIT,09/04/2025,sq *home depot store 68875,-59.45,Shopping
DEBIT,09/05/2025,PY *VENMO TRANSFER STORE 78284,-43.05,Transfer
DEBIT,09/05/2025,COSTCO STORE 27605,-325.86,Shopping
DEBIT,09/05/2025,SHELL GAS #21060,-4.49,Transport
DEBIT,09/05/2025,GITHUB,-16.56,Subscription
DEBIT,09/05/2025,TST* BEST BUY STORE 11246,-272.10,Shopping
DEBIT,09/05/2025,THAI KITCHEN INC,-32.49,Dining
DEBIT,09/05/2025,NETFLIX INC,-7.69,Subscription
DEBIT,09/05/2025,NORDSTROM,-35.63,Shopping
DEBIT,09/05/2025,DISNEY PLUS STORE 72576,-23.42,Subscription
DEBIT,09/05/2025,CLIPPER TRANSIT SUNNYVALE CA,-10.37,Transport
DEBIT,09/05/2025,DOORDASH,-7.55,Dining
CREDIT,09/05/2025,WIRE TRANSFER #74216,355.91,Transfer
DEBIT,09/05/2025,SAFEWAY,-36.30,Grocery
DEBIT,09/05/2025,CKCD HULU STORE 85991,-5.76,Subscription
DEBIT,09/05/2025,CKCD EQUITY RESIDENTIAL RENT BERKELEY CA,-2996.50,Housing
DEBIT,09/06/2025,H MART.COM,-18.68,Grocery
DEBIT,09/06/2025,BLUE BOTTLE COFFEE,-53.39,Dining
DEBIT,09/06/2025,CHIPOTLE LLC,-16.01,Dining
DEBIT,09/06/2025,SQ *T-MOBILE WIRELESS,-85.73,Utilities
DEBIT,09/06/2025,BERKELEY BOWL MARKET INC,-158.36,Grocery
DEBIT,09/06/2025,MACYS STORE 78403,-77.87,Shopping
DEBIT,09/06/2025,ADOBE CREATIVE STORE 86980,-5.35,Subscription
DEBIT,09/07/2025,PAYPAL *ICLOUD STORAGE.COM,-19.82,Subscription
DEBIT,09/07/2025,PG&E PAYMENT,-179.48,Utilities
DEBIT,09/07/2025,SHAKE SHACK.COM,-43.10,Dining
DEBIT,09/07/2025,TST* BAYVIEW GRILL,-43.04,Dining
DEBIT,09/07/2025,PAYPAL *STARBUCKS.COM,-49.10,Dining
DEBIT,09/07/2025,SQ *MOLLIE STONES MARKET SANTA CLARA CA,-18.84,Grocery
DEBIT,09/07/2025,HOME DEPOT.COM,-100.73,Shopping
DEBIT,09/07/2025,CKCD LUCKY SUPERMARKET INC,-43.63,Grocery
DEBIT,09/08/2025,POS DEBIT COSTCO LLC,-15.37,Shopping
DEBIT,09/08/2025,SQ *AMAZON INC,-49.97,Shopping
DEBIT,09/08/2025,REGAL CINEMAS LLC,-9.91,Entertainment
DEBIT,09/08/2025,SEPHORA BEAUTY,-274.63,Shopping
DEBIT,09/08/2025,H MART INC,-145.46,Grocery
DEBIT,09/08/2025,GREEN VALLEY GROCERY,-26.98,Grocery
DEBIT,09/08/2025,PY *BEST BUY,-77.53,Shopping
DEBIT,09/08/2025,POS DEBIT SMART FINAL FOODS,-58.56,Grocery
DEBIT,09/08/2025,TAQUERIA EL SOL STORE 19617,-15.97,Dining
DEBIT,09/09/2025,CKCD DELTA AIR LINES INC,-169.28,Travel
DEBIT,09/09/2025,DOORDASH STORE 41184,-15.65,Dining
DEBIT,09/09/2025,FIVE GUYS BURGERS INC,-20.49,Dining
DEBIT,09/09/2025,BAYVIEW GRILL INC,-19.21,Dining
DEBIT,09/10/2025,SQ *XBOX GAMES,-46.38,Entertainment
DEBIT,09/10/2025,TST* PHILZ COFFEE.COM,-20.02,Dining
DEBIT,09/10/2025,BERKELEY BOWL MARKET #94866,-26.30,Grocery
DEBIT,09/10/2025,GROCERY OUTLET LLC,-210.68,Grocery
DEBIT,09/11/2025,SAFEWAY INC,-108.66,Grocery
DEBIT,09/11/2025,PAYPAL *HERTZ RENTAL.COM,-299.35,Travel
DEBIT,09/11/2025,SQ *STUBHUB TICKETS,-64.38,Entertainment
DEBIT,09/11/2025,VALVOLINE OIL,-74.80,Transport
CREDIT,09/12/2025,CASH APP INC,34.36,Transfer
DEBIT,09/12/2025,TOPGOLF #9407,-52.46,Entertainment
DEBIT,09/12/2025,SWEETGREEN SALADS.COM,-24.67,Dining
DEBIT,09/12/2025,SQ *SEPHORA BEAUTY,-94.29,Shopping
DEBIT,09/12/2025,GREEN VALLEY GROCERY,-51.70,Grocery
DEBIT,09/12/2025,SQ *BART INC,-9.20,Transport
DEBIT,09/12/2025,SQ *DAVE AND BUSTERS,-72.10,Entertainment
DEBIT,09/12/2025,PY *GREEN VALLEY GROCERY,-66.21,Grocery
DEBIT,09/13/2025,GROCERY OUTLET #3415,-37.65,Grocery
DEBIT,09/13/2025,TRADER JOES,-96.19,Grocery
DEBIT,09/13/2025,IKEA HOME,-97.15,Shopping
DEBIT,09/13/2025,VERVE COFFEE STORE 41731,-5.53,Dining
DEBIT,09/14/2025,PARKING METER.COM,-20.44,Transport
DEBIT,09/14/2025,PHILZ COFFEE,-36.21,Dining
DEBIT,09/14/2025,BERKELEY BOWL MARKET INC,-35.52,Grocery
DEBIT,09/14/2025,SQ *TOPGOLF FREMONT CA,-54.42,Entertainment
DEBIT,09/15/2025,SQ *SAFEWAY DALY CITY CA,-22.23,Grocery
DEBIT,09/15/2025,BLUE BOTTLE COFFEE INC,-6.68,Dining
DEBIT,09/15/2025,GOLDEN GATE GRILL LLC,-43.42,Dining
DEBIT,09/16/2025,76 GAS STATION,-13.47,Transport
DEBIT,09/16/2025,TONY'S PIZZA STORE 53249,-48.47,Dining
DEBIT,09/16/2025,STUBHUB TICKETS #57196,-83.85,Entertainment
DEBIT,09/16/2025,BLUE BOTTLE COFFEE STORE 22364,-35.58,Dining
DEBIT,09/16/2025,POS DEBIT MACYS,-58.19,Shopping
DEBIT,09/16/2025,HERTZ RENTAL,-1263.28,Travel
DEBIT,09/16/2025,chipotle #17786,-17.85,Dining
DEBIT,09/16/2025,CKCD SAFEWAY STORE 15892,-97.77,Grocery
DEBIT,09/16/2025,H AND M LLC,-355.78,Shopping
DEBIT,09/17/2025,CKCD MACYS SANTA CLARA CA,-64.73,Shopping
DEBIT,09/17/2025,CKCD SOUTHWEST AIRLINES,-286.29,Travel
DEBIT,09/17/2025,SUNRISE CAFE #77850,-51.50,Dining
DEBIT,09/17/2025,SPPLUS PARKING INC,-47.23,Transport
DEBIT,09/17/2025,STUBHUB TICKETS INC,-10.71,Entertainment
DEBIT,09/17/2025,TARGET,-19.99,Shopping
DEBIT,09/18/2025,arco gas.com,-72.35,Transport
DEBIT,09/18/2025,PAYPAL *TAQUERIA EL SOL STORE 98848,-5.61,Dining
DEBIT,09/18/2025,PY *BART SAN FRANCISCO CA,-53.96,Transport
DEBIT,09/18/2025,CKCD UBER TRIP OAKLAND CA,-17.29,Transport
DEBIT,09/18/2025,MACYS INC,-227.29,Shopping
DEBIT,09/18/2025,uniqlo,-65.78,Shopping
DEBIT,09/18/2025,PY *ARCO GAS.COM,-17.71,Transport
DEBIT,09/18/2025,PAYPAL *UBER EATS LLC,-43.09,Dining
CREDIT,09/19/2025,ONLINE TRANSFER,146.33,Transfer
DEBIT,09/19/2025,TST* H MART,-186.84,Grocery
DEBIT,09/19/2025,POS DEBIT WAYFAIR HOME,-16.36,Shopping
DEBIT,09/19/2025,CKCD ARCO GAS #78802,-53.31,Transport
DEBIT,09/19/2025,NINTENDO INC,-15.50,Entertainment
DEBIT,09/19/2025,UBER EATS LLC,-29.55,Dining
DEBIT,09/19/2025,CKCD LULULEMON SAN JOSE CA,-242.52,Shopping
DEBIT,09/20/2025,TONY'S PIZZA.COM,-11.36,Dining
DEBIT,09/20/2025,GOLDEN GATE GRILL.COM,-5.00,Dining
DEBIT,09/20/2025,SPPLUS PARKING.COM,-2.00,Transport
DEBIT,09/20/2025,NORDSTROM MOUNTAIN VIEW CA,-37.47,Shopping
DEBIT,09/20/2025,GRUBHUB INC,-20.59,Dining
DEBIT,09/20/2025,PY *OLD NAVY.COM,-26.28,Shopping
DEBIT,09/21/2025,TST* TARGET INC,-104.12,Shopping
DEBIT,09/21/2025,TST* STUBHUB TICKETS LLC,-46.24,Entertainment
DEBIT,09/21/2025,DOORDASH INC,-5.00,Dining
DEBIT,09/21/2025,SUSHI HOUSE,-39.17,Dining
DEBIT,09/21/2025,PY *WAYFAIR HOME INC,-253.48,Shopping
DEBIT,09/21/2025,CKCD NIKE LLC,-58.13,Shopping
DEBIT,09/22/2025,STEAM GAMES,-8.00,Entertainment
DEBIT,09/22/2025,CHIPOTLE BERKELEY CA,-12.02,Dining
DEBIT,09/22/2025,OLD NAVY SAN JOSE CA,-27.99,Shopping
DEBIT,09/22/2025,OLD NAVY INC,-19.27,Shopping
DEBIT,09/22/2025,STARBUCKS LLC,-5.49,Dining
DEBIT,09/22/2025,LUCKY SUPERMARKET #65763,-185.97,Grocery
DEBIT,09/22/2025,SQ *BAYVIEW GRILL INC,-5.63,Dining
DEBIT,09/23/2025,WHOLE FOODS MARKET SANTA CLARA CA,-23.68,Grocery
DEBIT,09/23/2025,PY *CHIPOTLE INC,-46.99,Dining
DEBIT,09/23/2025,H AND M #58360,-129.55,Shopping
DEBIT,09/23/2025,POS DEBIT OLD NAVY,-395.00,Shopping
DEBIT,09/23/2025,MOLLIE STONES MARKET,-76.84,Grocery
DEBIT,09/23/2025,PAYPAL *NIKE,-47.43,Shopping
DEBIT,09/24/2025,TST* NIJIYA MARKET STORE 78778,-32.06,Grocery
DEBIT,09/24/2025,H AND M,-15.70,Shopping
DEBIT,09/24/2025,BAYVIEW GRILL,-5.17,Dining
DEBIT,09/24/2025,SQ *STUBHUB TICKETS INC,-23.71,Entertainment
DEBIT,09/24/2025,paypal *lucky supermarket.com,-31.94,Grocery
DEBIT,09/24/2025,POS DEBIT CHIPOTLE INC,-27.57,Dining
DEBIT,09/24/2025,SUSHI HOUSE,-9.94,Dining
DEBIT,09/24/2025,TONY'S PIZZA #93389,-8.56,Dining
DEBIT,09/25/2025,CKCD UNITED AIRLINES SAN JOSE CA,-643.24,Travel
DEBIT,09/25/2025,POS DEBIT RAMEN HOUSE STORE 94549,-6.59,Dining
DEBIT,09/25/2025,POS DEBIT LULULEMON.COM,-192.12,Shopping
DEBIT,09/25/2025,BERKELEY BOWL MARKET STORE 39329,-201.89,Grocery
DEBIT,09/25/2025,PAYPAL *STARBUCKS #50433,-10.77,Dining
DEBIT,09/25/2025,HOME DEPOT #4847,-429.75,Shopping
DEBIT,09/26/2025,TARGET FREMONT CA,-313.54,Shopping
DEBIT,09/26/2025,sq *one medical clinic llc,-339.14,Healthcare
DEBIT,09/26/2025,SQ *NIKE,-25.34,Shopping
DEBIT,09/26/2025,PAYPAL *AIRBNB #72931,-898.08,Travel
DEBIT,09/26/2025,PY *SUSHI HOUSE,-26.94,Dining
DEBIT,09/26/2025,REI OUTDOOR,-67.31,Shopping
DEBIT,09/26/2025,CKCD TARGET #57795,-86.48,Grocery
DEBIT,09/27/2025,CKCD UBER EATS LLC,-7.46,Dining
DEBIT,09/27/2025,BLUE BOTTLE COFFEE STORE 6202,-21.77,Dining
DEBIT,09/27/2025,REI OUTDOOR LLC,-17.01,Shopping
DEBIT,09/28/2025,FOODS CO LLC,-82.47,Grocery
DEBIT,09/28/2025,BAYVIEW GRILL LLC,-5.03,Dining
DEBIT,09/28/2025,CKCD BART,-10.29,Transport
DEBIT,09/28/2025,PY *HILTON HOTELS,-624.87,Travel
DEBIT,09/28/2025,paypal *home depot,-262.86,Shopping
DEBIT,09/28/2025,CORNER CAFE INC,-15.12,Dining
DEBIT,09/29/2025,CASH APP.COM,-518.32,Transfer
DEBIT,09/29/2025,LYFT RIDE STORE 24881,-41.22,Transport
DEBIT,09/29/2025,ARCO GAS #76247,-8.12,Transport
DEBIT,09/30/2025,POS DEBIT CORNER CAFE,-27.14,Dining
DEBIT,09/30/2025,PAYPAL *ARCO GAS,-29.57,Transport
DEBIT,09/30/2025,CHIPOTLE INC,-32.81,Dining
DEBIT,09/30/2025,wayfair home #9259,-43.11,Shopping
DEBIT,09/30/2025,EXPEDIA TRAVEL BERKELEY CA,-378.24,Travel
DEBIT,09/30/2025,CALTRAIN #81658,-5.32,Transport
DEBIT,09/30/2025,ETSY SHOP.COM,-239.58,Shopping
DEBIT,09/30/2025,IN-N-OUT BURGER,-13.44,Dining
DEBIT,10/01/2025,MACYS INC,-174.62,Shopping
DEBIT,10/01/2025,UBER EATS,-42.00,Dining
DEBIT,10/01/2025,CHEVRON GAS,-6.48,Transport
DEBIT,10/01/2025,YOUTUBE PREMIUM,-25.67,Subscription
DEBIT,10/01/2025,SWEETGREEN SALADS SAN FRANCISCO CA,-11.26,Dining
DEBIT,10/02/2025,RECOLOGY WASTE,-189.57,Utilities
DEBIT,10/02/2025,SAFEWAY,-33.88,Grocery
DEBIT,10/02/2025,H AND M STORE 48681,-30.39,Shopping
DEBIT,10/02/2025,H MART,-211.16,Grocery
DEBIT,10/02/2025,STUBHUB TICKETS.COM,-24.55,Entertainment
DEBIT,10/02/2025,github store 30814,-14.33,Subscription
DEBIT,10/02/2025,POS DEBIT AMAZON.COM,-64.93,Shopping
DEBIT,10/02/2025,BAY AREA DENTAL,-301.80,Healthcare
DEBIT,10/03/2025,LYFT RIDE,-66.25,Transport
DEBIT,10/03/2025,AC TRANSIT STORE 70687,-11.12,Transport
DEBIT,10/03/2025,LUCKY SUPERMARKET INC,-73.17,Grocery
DEBIT,10/03/2025,POS DEBIT AT&T WIRELESS,-143.89,Utilities
DEBIT,10/03/2025,PAYPAL *AC TRANSIT,-46.70,Transport
DEBIT,10/03/2025,PAYPAL *XBOX GAMES STORE 4393,-18.39,Entertainment
DEBIT,10/03/2025,NYTIMES DIGITAL INC,-26.43,Subscription
DEBIT,10/04/2025,ckcd rei outdoor store 70322,-289.01,Shopping
DEBIT,10/04/2025,PY *BLUE BOTTLE COFFEE STORE 32618,-17.69,Dining
DEBIT,10/04/2025,PY *BLUE BOTTLE COFFEE #21103,-13.68,Dining
DEBIT,10/04/2025,CHIPOTLE.COM,-45.74,Dining
DEBIT,10/04/2025,DOORDASH,-13.06,Dining
DEBIT,10/04/2025,EQUITY RESIDENTIAL RENT,-2459.99,Housing
DEBIT,10/04/2025,TST* UBER EATS,-15.83,Dining
DEBIT,10/04/2025,SQ *SOUTHWEST AIRLINES.COM,-1044.43,Travel
DEBIT,10/04/2025,valvoline oil #77291,-82.39,Transport
DEBIT,10/04/2025,THAI KITCHEN OAKLAND CA,-22.44,Dining
DEBIT,10/04/2025,PY *DISNEY PLUS INC,-6.27,Subscription
DEBIT,10/05/2025,BLUE BOTTLE COFFEE,-32.81,Dining
DEBIT,10/05/2025,MACYS LLC,-135.64,Shopping
DEBIT,10/05/2025,CASH APP,-260.45,Transfer
DEBIT,10/05/2025,POS DEBIT VERIZON WIRELESS.COM,-48.72,Utilities
DEBIT,10/05/2025,HULU,-5.27,Subscription
DEBIT,10/05/2025,H AND M LLC,-123.16,Shopping
DEBIT,10/05/2025,POS DEBIT PANDA EXPRESS STORE 12296,-7.91,Dining
DEBIT,10/05/2025,SQ *BLUE BOTTLE COFFEE #83307,-10.90,Dining
DEBIT,10/06/2025,paypal *smart final foods store 60862,-18.89,Grocery
DEBIT,10/06/2025,SQ *NETFLIX #74912,-21.46,Subscription
DEBIT,10/06/2025,ADOBE CREATIVE STORE 27331,-14.83,Subscription
DEBIT,10/06/2025,SPOTIFY,-27.49,Subscription
DEBIT,10/06/2025,ICLOUD STORAGE PALO ALTO CA,-12.25,Subscription
DEBIT,10/06/2025,PY *AC TRANSIT STORE 23292,-80.13,Transport
DEBIT,10/06/2025,BEST BUY #59060,-108.89,Shopping
DEBIT,10/06/2025,VERVE COFFEE.COM,-6.52,Dining
DEBIT,10/06/2025,PAYPAL *STARBUCKS LLC,-11.65,Dining
DEBIT,10/06/2025,ETSY SHOP,-302.56,Shopping
DEBIT,10/06/2025,PAYPAL *AMAZON PRIME MEMBERSHIP FREMONT CA,-19.77,Subscription
DEBIT,10/06/2025,TST* TONY'S PIZZA,-5.90,Dining
DEBIT,10/07/2025,SPROUTS FARMERS MARKET,-61.57,Grocery
DEBIT,10/07/2025,COSTCO INC,-24.21,Grocery
DEBIT,10/07/2025,CLIPPER TRANSIT,-25.16,Transport
DEBIT,10/07/2025,h mart inc,-50.74,Grocery
DEBIT,10/07/2025,BERKELEY BOWL MARKET,-110.02,Grocery
DEBIT,10/07/2025,SAFEWAY,-161.32,Grocery
DEBIT,10/07/2025,ETSY SHOP STORE 57195,-70.26,Shopping
DEBIT,10/07/2025,CKCD UBER EATS,-8.12,Dining
DEBIT,10/07/2025,PAYPAL *OPENAI CHATGPT LLC,-9.19,Subscription
DEBIT,10/07/2025,PY *MOLLIE STONES MARKET INC,-23.08,Grocery
DEBIT,10/07/2025,PARKING METER,-13.28,Transport
DEBIT,10/08/2025,PG&E PAYMENT FREMONT CA,-125.03,Utilities
DEBIT,10/08/2025,PY *CORNER CAFE,-11.64,Dining
DEBIT,10/08/2025,POS DEBIT SHELL GAS BERKELEY CA,-34.24,Transport
DEBIT,10/08/2025,PAYPAL *STUBHUB TICKETS LLC,-45.77,Entertainment
DEBIT,10/08/2025,T-MOBILE WIRELESS LLC,-170.92,Utilities
DEBIT,10/08/2025,H MART,-27.36,Grocery
DEBIT,10/08/2025,H MART LLC,-20.72,Grocery
DEBIT,10/08/2025,CKCD HERTZ RENTAL,-1169.70,Travel
DEBIT,10/08/2025,SWEETGREEN SALADS,-42.08,Dining
DEBIT,10/08/2025,VALVOLINE OIL.COM,-47.71,Transport
DEBIT,10/09/2025,SHAKE SHACK,-6.07,Dining
DEBIT,10/09/2025,RAMEN HOUSE,-45.15,Dining
DEBIT,10/09/2025,SQ *LUCKY SUPERMARKET.COM,-31.25,Grocery
DEBIT,10/10/2025,PAYPAL *MACYS.COM,-107.48,Shopping
DEBIT,10/10/2025,PY *FOODS CO #16396,-29.20,Grocery
DEBIT,10/10/2025,CKCD GREEN VALLEY GROCERY INC,-20.03,Grocery
DEBIT,10/10/2025,TST* NORDSTROM BERKELEY CA,-287.33,Shopping
DEBIT,10/10/2025,PAYPAL *DAVE AND BUSTERS INC,-37.95,Entertainment
DEBIT,10/10/2025,SQ *EXPEDIA TRAVEL,-940.74,Travel
DEBIT,10/10/2025,VALVOLINE OIL.COM,-2.90,Transport
DEBIT,10/11/2025,PY *WIRE TRANSFER LLC,-115.25,Transfer
DEBIT,10/11/2025,CKCD NINTENDO,-62.94,Entertainment
DEBIT,10/11/2025,ARCO GAS #21684,-5.12,Transport
DEBIT,10/12/2025,DAVE AND BUSTERS STORE 3486,-8.11,Entertainment
DEBIT,10/12/2025,AMC THEATRES STORE 72545,-26.43,Entertainment
DEBIT,10/12/2025,DOORDASH #16245,-12.07,Dining
DEBIT,10/12/2025,AC TRANSIT,-49.18,Transport
DEBIT,10/12/2025,PAYPAL *TRADER JOES,-64.14,Grocery
DEBIT,10/13/2025,ARCO GAS PALO ALTO CA,-31.46,Transport
DEBIT,10/13/2025,PEETS COFFEE #7385,-41.08,Dining
DEBIT,10/13/2025,stubhub tickets #1560,-66.23,Entertainment
DEBIT,10/13/2025,PY *SPPLUS PARKING STORE 93205,-2.55,Transport
DEBIT,10/13/2025,GRUBHUB INC,-5.62,Dining
DEBIT,10/13/2025,CKCD SUNRISE CAFE STORE 57012,-14.53,Dining
DEBIT,10/14/2025,CKCD RAMEN HOUSE,-5.94,Dining
DEBIT,10/14/2025,UBER TRIP,-2.43,Transport
DEBIT,10/14/2025,CKCD TRADER JOES SUNNYVALE CA,-42.44,Grocery
DEBIT,10/14/2025,BLUE BOTTLE COFFEE,-33.49,Dining
DEBIT,10/14/2025,STARBUCKS,-7.27,Dining
DEBIT,10/14/2025,SQ *VALVOLINE OIL.COM,-30.65,Transport
DEBIT,10/14/2025,PY *NIKE LLC,-68.11,Shopping
DEBIT,10/15/2025,TONY'S PIZZA INC,-49.11,Dining
DEBIT,10/15/2025,LULULEMON #9902,-15.07,Shopping
DEBIT,10/15/2025,PEETS COFFEE PALO ALTO CA,-64.20,Dining
DEBIT,10/15/2025,SQ *SAFEWAY STORE 3521,-22.54,Grocery
DEBIT,10/15/2025,SWEETGREEN SALADS INC,-6.15,Dining
DEBIT,10/15/2025,CKCD PAYPAL TRANSFER,-942.19,Transfer
DEBIT,10/16/2025,OLD NAVY MOUNTAIN VIEW CA,-199.61,Shopping
DEBIT,10/16/2025,PEETS COFFEE STORE 74244,-13.93,Dining
DEBIT,10/16/2025,SQ *UNIQLO INC,-82.77,Shopping
DEBIT,10/17/2025,CKCD PANDA EXPRESS #75943,-39.15,Dining
DEBIT,10/17/2025,TONY'S PIZZA #31504,-5.32,Dining
DEBIT,10/17/2025,BRIGHT SMILE DENTAL #84702,-354.38,Healthcare
DEBIT,10/18/2025,SHELL GAS LLC,-60.83,Transport
DEBIT,10/18/2025,MACYS,-446.45,Shopping
DEBIT,10/18/2025,SUSHI HOUSE STORE 54652,-5.21,Dining
CREDIT,10/18/2025,TST* ZELLE TRANSFER SANTA CLARA CA,417.06,Transfer
DEBIT,10/19/2025,SPROUTS FARMERS MARKET,-77.02,Grocery
DEBIT,10/19/2025,NIKE.COM,-54.97,Shopping
DEBIT,10/19/2025,STARBUCKS #60826,-26.04,Dining
DEBIT,10/19/2025,SUNRISE CAFE INC,-18.02,Dining
DEBIT,10/19/2025,PEETS COFFEE #97697,-9.65,Dining
CREDIT,10/19/2025,CASH APP.COM,1155.58,Transfer
DEBIT,10/19/2025,PAYPAL *SICHUAN KITCHEN STORE 92929,-47.14,Dining
DEBIT,10/19/2025,BEST BUY,-97.08,Shopping
DEBIT,10/19/2025,PHILZ COFFEE.COM,-8.90,Dining
DEBIT,10/19/2025,TONY'S PIZZA PALO ALTO CA,-25.85,Dining
DEBIT,10/19/2025,UBER TRIP INC,-4.24,Transport
DEBIT,10/20/2025,DAVE AND BUSTERS FREMONT CA,-56.18,Entertainment
DEBIT,10/20/2025,BLAZE PIZZA FREMONT CA,-13.64,Dining
DEBIT,10/20/2025,POS DEBIT H MART,-23.43,Grocery
DEBIT,10/20/2025,GRUBHUB,-8.26,Dining
DEBIT,10/20/2025,ROUND TABLE PIZZA.COM,-28.52,Dining
DEBIT,10/20/2025,REGAL CINEMAS STORE 25226,-8.19,Entertainment
DEBIT,10/20/2025,99 RANCH MARKET,-56.94,Grocery
DEBIT,10/21/2025,RAMEN HOUSE LLC,-53.71,Dining
DEBIT,10/21/2025,PAYPAL *DELTA AIR LINES,-640.72,Travel
DEBIT,10/21/2025,VERVE COFFEE MOUNTAIN VIEW CA,-26.72,Dining
DEBIT,10/21/2025,76 GAS STATION.COM,-51.52,Transport
DEBIT,10/21/2025,PY *REI OUTDOOR LLC,-230.86,Shopping
DEBIT,10/21/2025,BEST BUY LLC,-42.32,Shopping
DEBIT,10/21/2025,MOLLIE STONES MARKET DALY CITY CA,-20.80,Grocery
CREDIT,10/22/2025,POS DEBIT WIRE TRANSFER,1440.05,Transfer
DEBIT,10/22/2025,TST* H AND M,-234.76,Shopping
DEBIT,10/22/2025,BAY AREA DENTAL STORE 97369,-15.58,Healthcare
DEBIT,10/22/2025,POS DEBIT CENTURY THEATRES LLC,-18.60,Entertainment
DEBIT,10/23/2025,PARKING METER,-19.73,Transport
DEBIT,10/23/2025,WALGREENS PHARMACY LLC,-42.56,Healthcare
DEBIT,10/23/2025,STARBUCKS STORE 28782,-5.52,Dining
DEBIT,10/23/2025,GROCERY OUTLET.COM,-35.20,Grocery
DEBIT,10/24/2025,LULULEMON STORE 30920,-295.04,Shopping
DEBIT,10/24/2025,CHEVRON GAS #28464,-27.17,Transport
DEBIT,10/24/2025,LUCKY SUPERMARKET STORE 61286,-21.19,Grocery
DEBIT,10/24/2025,SICHUAN KITCHEN STORE 89544,-6.56,Dining
DEBIT,10/24/2025,PEETS COFFEE.COM,-62.11,Dining
DEBIT,10/24/2025,CKCD AC TRANSIT STORE 78441,-73.79,Transport
DEBIT,10/24/2025,PEETS COFFEE,-58.73,Dining
DEBIT,10/25/2025,SQ *STARBUCKS #53786,-12.83,Dining
DEBIT,10/25/2025,ZELLE TRANSFER #95307,-386.05,Transfer
DEBIT,10/25/2025,CKCD HOME DEPOT #96207,-15.18,Shopping
DEBIT,10/25/2025,PAYPAL *SPPLUS PARKING.COM,-46.84,Transport
DEBIT,10/25/2025,PAYPAL *REGAL CINEMAS INC,-61.17,Entertainment
DEBIT,10/25/2025,SHAKE SHACK.COM,-5.29,Dining
DEBIT,10/25/2025,LULULEMON,-93.51,Shopping
DEBIT,10/25/2025,TST* GROCERY OUTLET STORE 6144,-54.82,Grocery
DEBIT,10/25/2025,SOUTHWEST AIRLINES PALO ALTO CA,-732.16,Travel
DEBIT,10/26/2025,starbucks,-44.15,Dining
DEBIT,10/26/2025,STEAM GAMES #15207,-53.28,Entertainment
DEBIT,10/26/2025,philz coffee llc,-26.87,Dining
DEBIT,10/26/2025,HOME DEPOT LLC,-127.18,Shopping
DEBIT,10/26/2025,TAQUERIA EL SOL SUNNYVALE CA,-13.20,Dining
DEBIT,10/26/2025,SQ *THAI KITCHEN #79741,-50.14,Dining
DEBIT,10/27/2025,GOLDEN GATE GRILL,-40.44,Dining
DEBIT,10/27/2025,PAYPAL *TRADER JOES,-38.89,Grocery
DEBIT,10/27/2025,HOME DEPOT,-173.62,Shopping
DEBIT,10/27/2025,IN-N-OUT BURGER,-31.78,Dining
DEBIT,10/27/2025,HOME DEPOT,-428.87,Shopping
DEBIT,10/27/2025,ckcd old navy san jose ca,-58.85,Shopping
DEBIT,10/27/2025,LYFT RIDE STORE 31439,-39.53,Transport
DEBIT,10/27/2025,GRUBHUB,-29.76,Dining
DEBIT,10/27/2025,NIKE BERKELEY CA,-105.09,Shopping
DEBIT,10/27/2025,PANDA EXPRESS LLC,-7.95,Dining
DEBIT,10/27/2025,SQ *LUCKY SUPERMARKET STORE 92747,-38.11,Grocery
